AccountID,TransactionID,TransactionAmount,TransactionCurrencyCode,LocalHour,TransactionScenario,TransactionType,TransactionIPaddress,IpState,IpPostalCode,IpCountry,IsProxyIP,BrowserLanguage,PaymentInstrumentType,CardType,PaymentBillingPostalCode,PaymentBillingState,PaymentBillingCountryCode,ShippingPostalCode,ShippingState,ShippingCountry,CvvVerifyResult,DigitalItemCount,PhysicalItemCount,TransactionDateTime
Q2210227261826915,A24UM7MB-QW93-IKH5-LTF6-AQOKCKDKKQZH,429.28,USD,12,A,P,74.197,texas,79701,us,FALSE,en-US,CREDITCARD,MC,,,,,,,M,6,19,9/29/2007 0:54
T4032426386175508,Q60SCYHM-9NC8-GEEN-M6FS-BMNPVYPBMAS2,1436.73,USD,22,A,P,81.62,zuerich,8043,ch,FALSE,fr-CH,CREDITCARD,VISA,1003,,CH,1003,,CH,M,1,15,10/20/2007 22:43
C2174784773509621,2DNZWO1J-Q9D9-K86I-7N13-H43EH6CU1ED9,505.49,USD,12,A,P,75.121,colorado,80264,us,FALSE,en-US,PAYPAL,AMEX,81137,CO,US,81137,CO,US,M,6,11,2/18/2007 19:07
E2091239690067291,J7WP2QDS-DKV3-DBQX-QWO7-G6ER9RHHBIYL,41.17,SGD,5,A,P,59.147,kanagawa,221-0000,jp,FALSE,ja-JP,CREDITCARD,VISA,,,,,,,M,3,7,3/26/2007 16:35
T3383919719403387,N33HJFJI-NDEO-PMZW-QUEF-050JOJHPJUC3,214.28,USD,18,A,P,86.176,sheffield,s1,gb,FALSE,en-GB,CREDITCARD,MC,SW15 4EP,,GB,SW15 4EP,,GB,M,6,3,3/18/2007 20:21
T6756872445381503,6S5AKMK8-02EP-6JBH-NWPJ-0XZ1TYSN6Q7Z,776.88,USD,16,A,P,75.44,wisconsin,53208,us,FALSE,en-US,CREDITCARD,AMEX,53223,WI,US,53223,WI,US,M,2,20,10/12/2007 7:46
B5818234344167136,F9WAWRDQ-BFPD-HR36-IIWZ-JM5KBN5WBZ8C,67.03,USD,2,A,P,74.117,texas,77008,us,FALSE,en-US,CREDITCARD,MC,85718,AZ,US,85718,AZ,US,M,1,4,2/20/2007 11:39
L2864300388485872,IUTJ9WRN-TY7O-0ZZG-QJY2-Q99I0093Y5DI,839.27,USD,9,A,P,173.74,texas,75219,us,FALSE,en-US,CREDITCARD,MC,,,US,,,US,M,9,3,8/9/2007 17:25
E6792514846968205,XIN0RJZ9-UN7E-2MIN-03ID-LRG5YZ0XSC0Z,829.75,USD,23,A,P,99.231,ontario,m3h 6a7,ca,FALSE,en-CA,PAYPAL,VISA,,,CA,,,CA,M,8,0,8/5/2007 8:57
K2444809566602558,8R3J1UB0-WHMM-4C8M-ZI5A-59M5LIVNXNN1,940.85,JPY,12,A,P,50.73,florida,33144,us,FALSE,en-US,CREDITCARD,MC,33064,FL,US,33064,FL,US,M,8,25,2/25/2007 10:31
F7592929099913148,6WMS8QSR-BIP0-V51E-OPRI-8G5XXLT5BUOQ,83.94,USD,14,A,P,212.72,masqat,111,om,FALSE,en-US,CREDITCARD,VISA,,,OM,,,OM,,4,19,3/18/2007 18:41
R2637116255864575,ANG4WRUH-RYW3-VX22-VJKG-Y0TER464JAE2,325.41,USD,4,A,P,23.31,florida,33418,us,FALSE,en-US,CREDITCARD,MC,33315,FL,US,33315,FL,US,M,2,22,3/13/2007 2:31
S8151829765554537,QEIXV4LC-47UH-HUZH-QROH-J9HON055L3AS,306.02,EUR,18,A,P,131.107,washington,98052,us,FALSE,en-SG,CREDITCARD,MC,258508,,SG,258508,,SG,M,4,24,5/14/2007 7:34
B7493992347778815,C37HEQZ3-DL0P-74EJ-44VE-0VW21U12MGPP,1943.62,USD,2,A,P,71.209,idaho,83706,us,FALSE,en-US,CREDITCARD,VISA,83401-3307,ID,US,83401-3307,ID,US,M,5,14,8/22/2007 5:17
D2327673659777757,7NGEMS3D-PXQ5-UHL5-MOI7-3CUONAT2MS24,798.39,USD,13,A,P,31.37,paris,75001,fr,FALSE,fr-FR,CREDITCARD,VISA,16240,,FR,16240,,FR,M,2,5,2/17/2007 19:11
F9100159154614029,YM8K7ZKH-FR9E-AW2F-QN1E-INGZN8965RZO,1514.26,GBP,3,A,P,75.103,georgia,30309,us,FALSE,en-US,CREDITCARD,VISA,28202,NC,US,28202,NC,US,M,1,11,5/17/2007 10:03
O6457266542993642,Y9KV59QK-N5K8-PG6T-L6ZD-F5NESOR1FE1Z,928.09,EUR,12,A,P,123.211,queensland,4000,au,FALSE,en-AU,CREDITCARD,MC,4207,Queensland,AU,4207,Queensland,AU,M,2,6,2/12/2007 17:31
N7452633330188652,QQJW3B9H-IEUL-8H3R-R2CU-A46NNQ5S75Z4,367.25,CAD,5,A,P,74.117,texas,77008,us,FALSE,en-US,CREDITCARD,MC,98118,WA,US,98118,WA,US,M,6,11,10/20/2007 20:15
E9611957786159429,HNT5F1MK-KYZE-BU2L-2TDR-XDTMZMKAIACQ,463.4,GBP,15,A,P,96.232,new york,10020,us,FALSE,en-US,PAYPAL,,10989,NY,US,10989,NY,US,,1,23,5/9/2007 10:39
O2343848690026598,DNT190UB-FVMA-M6I2-50NN-H8SD1LUR6HZY,455.53,USD,19,A,P,58.6,tasmania,7000,au,FALSE,en-AU,PAYPAL,MC,7250,Tasmania,AU,7250,Tasmania,AU,M,6,15,1/7/2008 1:48
Y1484176943756499,GTHGMHZ1-2960-CUBC-7L9J-RTKPY1XRASOO,830.15,EUR,9,A,P,88.14,paris,75001,fr,FALSE,fr-FR,CREDITCARD,VISA,78420,,FR,78420,,FR,M,0,11,8/3/2007 22:37
N9114414125525834,E9EM8G4G-VAZQ-5LNN-N4L6-JSTCVIE2Y3KY,1369.41,USD,2,A,P,67.213,utah,84066,us,FALSE,en-US,CREDITCARD,VISA,,,,,,,M,10,8,7/13/2007 19:53
C3711274946714387,6ENN5QMY-TT0J-J73G-5FX8-8D8IYYJX8S2Y,940.09,USD,1,A,P,76.172,california,93030,us,FALSE,en-US,CREDITCARD,MC,93401,CA,US,93401,CA,US,M,6,0,10/2/2007 16:19
N5445783841566728,LGPQHY32-6CAI-TQIN-B4BN-JPLNST0VMTDC,1393.71,EUR,11,A,P,171.161,california,94519,us,TRUE,en-US,CREDITCARD,VISA,28277,NC,US,28277,NC,US,M,2,9,2/25/2007 18:06
B3872833261899861,YDDTQTEP-4HJO-IFQE-3PAJ-54ML0VLRZMLD,1722.23,EUR,8,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,VISA,49534,MI,US,49534,MI,US,M,10,3,7/14/2007 17:13
I1620601130245680,ZQO7DIMA-M628-T2RM-4EZ9-LD5A048Y65WZ,1142.29,USD,15,A,P,98.243,michigan,48127,us,FALSE,en-US,CREDITCARD,VISA,48214,MI,US,48214,MI,US,M,8,7,7/22/2007 15:04
H6895683158884673,VEA1O2FV-ELFO-OGF7-HJU0-T4SMTE8PBGZQ,998.97,DKK,21,A,P,110.174,new south wales,1005,au,FALSE,en-AU,CREDITCARD,VISA,2008,New South Wales,AU,2008,New South Wales,AU,,0,6,2/26/2007 16:47
V3233465222254557,972IZW1P-XA3X-7CZ7-D1SM-C7YO278DLEPC,378.59,USD,11,A,P,75.131,tennessee,38305,us,FALSE,en-US,CREDITCARD,,37042,TN,US,37042,TN,US,M,9,13,5/20/2007 0:06
T5304865172816958,BC6LDGO0-1ZS5-GS6N-P9HD-YZG6SLGUX2HP,632.24,USD,8,A,P,24.28,texas,78703,us,FALSE,en-US,CREDITCARD,VISA,78640,TX,US,78640,TX,US,M,3,13,8/19/2007 19:56
E6208516042929738,QV04IRUX-CIWN-00LF-99MN-M40HD8HO9HKU,1825.01,USD,20,A,P,184.7,texas,76102,us,FALSE,en-US,CREDITCARD,VISA,77040,TX,US,77040,TX,US,M,5,17,4/21/2007 19:48
I6992465129127708,ZNSTBV3J-3LV0-LOOE-C0LI-1HJPSFHOV550,861.35,USD,10,A,P,108.184,california,90247,us,NA,en-US,PAYPAL,VISA,90504,CA,US,90504,CA,US,M,6,16,9/29/2007 5:28
I4547921969033053,GVIU8CSA-6DBD-6BPD-QQP0-DPV8N4HGGRG4,1156.5,GBP,12,A,P,204.195,pennsylvania,15905,us,FALSE,en-US,CREDITCARD,VISA,15959,PA,US,15959,PA,US,M,0,8,6/22/2007 11:33
W6479514116929413,JLG7RPKF-HZQV-OXX5-BYKS-Q0KEY863O5E5,773.03,USD,1,A,P,85.113,samarskaya oblast',443000,ru,FALSE,ru-RU,CREDITCARD,VISA,443902,,RU,443902,,RU,M,7,5,6/22/2007 18:43
O4344807044356622,UFKDX1JA-MNU4-KYN2-YB7I-JJWWG9EB1OF4,1859.19,USD,13,A,P,50.137,connecticut,6437,us,FALSE,en-US,CREDITCARD,VISA,6437,CT,US,6437,CT,US,M,0,16,4/22/2007 6:24
I7951945715885058,WFW7SEGG-A49C-FT3F-DXYL-ZQX7X14D9UKS,859.5,USD,9,A,P,108.193,california,90006,us,FALSE,en-US,CREDITCARD,VISA,92835,CA,US,92835,CA,US,M,10,3,8/18/2007 9:46
D4204537172418461,KUBMDCLU-36CR-EN2Z-DB4O-25B5KD2DPH4L,1292.07,USD,19,A,P,201.247,san salvador,1702,sv,FALSE,en-US,CREDITCARD,VISA,20771,MD,US,20771,MD,US,M,7,19,2/11/2007 0:15
K9457299513432677,4GD0QW5C-2R5E-I9AA-2AT4-CPFZPO2VPVT4,1606.7,USD,6,A,P,208.13,massachusetts,2090,us,FALSE,en-US,CREDITCARD,VISA,92802,CA,US,92802,CA,US,M,1,15,5/5/2007 19:41
C6004528177475782,HP277F1C-QJ27-2QAG-R0H2-87RLUEH3QURG,1534.73,USD,9,A,P,99.184,florida,33417,us,FALSE,en-US,PAYPAL,MC,33414,FL,US,33414,FL,US,M,5,14,6/22/2007 11:52
U8182813029553693,393TFYF6-P0GY-42VS-T08Y-X0NXI3GZCRBN,1767.15,USD,22,A,P,66.112,south carolina,29630,us,FALSE,en-US,CREDITCARD,VISA,,,,,,,M,8,4,5/27/2007 5:55
F3672106474203364,CAWQE5V6-PVXI-0EI0-ATJ7-KNRILDBTU6WR,932.18,USD,9,A,P,81.205,zuid-holland,3000,nl,FALSE,nl-NL,CREDITCARD,VISA,6711 KK,,NL,6711 KK,,NL,M,4,22,7/17/2007 2:51
U5754111627256938,K5E3DW85-8E5W-BIHO-MFLP-O5HPY21SSJX0,376.16,USD,1,A,P,78.15,greater london,wc2n,gb,FALSE,en-GB,CREDITCARD,VISA,WV6 8UW,,GB,WV6 8UW,,GB,M,6,11,2/10/2007 16:30
G1063933575272296,WK9EWFXT-F85V-NZXA-E80Q-X5OY4V0QB20D,864.17,USD,1,A,P,12.19,north carolina,28202,us,FALSE,en-US,CREDITCARD,,28226,NC,US,28226,NC,US,M,5,10,11/2/2007 7:16
P4777872214833516,KILZHI4D-CB6R-7I6I-MNEZ-F5O9S27UZNQO,564.83,USD,10,A,P,24.34,massachusetts,1002,us,FALSE,en-US,CREDITCARD,AMEX,,,US,,,US,M,3,2,9/28/2007 23:39
U6489630243332150,VFBBFQUQ-08BW-H11R-MNDX-9Z3Y90C4HUWK,1472.22,USD,12,A,P,71.104,california,90006,us,FALSE,en-US,CREDITCARD,VISA,90066,CA,US,90066,CA,US,N,7,13,3/3/2007 6:52
Z9799476467658950,J4K9055V-A6GV-F4V6-7MYX-GB04LS651N9G,1669.22,USD,13,A,P,108.68,california,92123,us,FALSE,en-US,CREDITCARD,MC,91977,CA,US,91977,CA,US,M,3,24,3/7/2007 6:58
K3680333412092292,PKZ0PIJM-8IHT-O559-OO7H-45RDQVLGL401,362.1,USD,18,A,P,173.71,virginia,23509,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,N,0,12,3/12/2007 15:32
T8835791166769636,5RPY4GXL-SHKP-XEZD-OA2Q-SX6GQJI5PFJZ,1866,USD,0,A,P,173.218,arkansas,72543,us,FALSE,en-US,PAYPAL,VISA,72543,AR,US,72543,AR,US,M,0,24,6/20/2007 15:52
U9997988012724176,KXYYY4E1-A0E2-5SKO-JNGL-3P8NM06POUJ8,830.1,USD,21,A,P,24.159,wisconsin,53725,us,FALSE,en-US,CREDITCARD,VISA,53061,WI,US,53061,WI,US,M,4,15,3/12/2007 16:56
V9852895896546287,8TW10I79-1ZKC-QA1D-68DY-KEVZDLMSZIE9,492.39,USD,21,A,P,63.21,ohio,45202,us,FALSE,en-US,CREDITCARD,MC,45040,OH,US,45040,OH,US,M,3,21,6/22/2007 23:19
Y4839733741148776,1GCB2SMK-8U72-LEU2-UPZF-DPPUWL2DBFKD,1674.21,USD,4,A,P,71.197,virginia,22553,us,FALSE,en-US,CREDITCARD,MC,22408,VA,US,22408,VA,US,M,1,5,2/11/2007 5:26
P5159734839561301,8W8C0IAE-G9E6-Z1VB-QTP9-I6NHIC9CN1U9,1327.57,USD,4,A,P,99.19,california,92123,us,FALSE,en-US,PAYPAL,VISA,92101,CA,US,92101,CA,US,M,10,1,5/5/2007 16:06
C8482534731113031,7NBOTQIK-7EKI-C33B-BKUM-59EC630LC4Z1,1833.79,USD,8,A,P,58.96,new south wales,1005,au,FALSE,en-AU,CREDITCARD,VISA,3165,Victoria,AU,3165,Victoria,AU,M,1,13,3/7/2007 15:38
L2386325959073927,IRYCG7ES-2J3Y-Y4JE-L8P6-4L12Y6WC0WI5,319.68,USD,22,A,P,99.113,tennessee,38111,us,FALSE,en-US,PAYPAL,VISA,38668,MS,US,38668,MS,US,M,6,10,4/28/2007 10:26
A6928136968658312,OFC1JAJO-487J-QRQD-SP8N-RFST7X30FUFR,426.67,USD,9,A,P,209.43,indiana,46205,us,FALSE,en-US,CREDITCARD,AMEX,46241,IN,US,46241,IN,US,M,8,20,4/20/2007 12:31
L7836449993215343,3PC3QQR6-ZYS2-BYQO-S536-DLJ8FEVA2N0R,1226.46,USD,14,A,P,173.85,california,95758,us,FALSE,en-US,CREDITCARD,VISA,95615,CA,US,95615,CA,US,M,5,13,6/3/2007 5:13
N7239386241367348,PQOC769M-FYQV-AM03-MUTJ-KPM8R4CB8S05,890.53,USD,6,A,P,74.165,georgia,30309,us,FALSE,en-US,CREDITCARD,AMEX,28546,NC,US,28546,NC,US,M,9,25,8/29/2007 13:58
R9359131715522423,KMJF65AF-7O89-TFW3-85PW-6CTVXMERVZ0G,1509.71,USD,0,A,P,62.232,greater london,sw15,gb,FALSE,en-GB,CREDITCARD,VISA,S12 3XW,,GB,S12 3XW,,GB,M,1,1,2/11/2007 1:57
O3077455945301327,X6JQK5F7-MK1R-HOOU-A7AD-GAXBJV2XIS3V,369.76,USD,19,A,P,107.1,california,94117,us,FALSE,en-US,CREDITCARD,VISA,16146,PA,US,16146,PA,US,M,1,11,9/9/2007 0:40
K9009301332225616,0YRB87D7-4AWC-8K4B-Q1WP-48DTI8IF2R3J,893.3,RUB,12,A,P,50.53,oregon,97005,us,FALSE,en-US,CREDITCARD,VISA,97124,OR,US,97124,OR,US,M,7,20,6/28/2007 19:19
Z9065740661248834,EKIW6AAX-SNDR-LYMM-HD54-UTOGN5Z7MVFM,274.64,USD,14,A,P,188.223,glasgow city,g1,gb,FALSE,en-GB,CREDITCARD,MC,G12 9AR,,GB,G12 9AR,,GB,M,2,0,2/10/2007 20:48
B1826559461662188,7HW124XF-T9U5-HNTE-3ISR-E7LEU73UPJOB,923.54,USD,21,A,P,216.251,british columbia,v5k 1a1,ca,FALSE,en-CA,CREDITCARD,MC,V3C 5M5,BC,CA,V3C 5M5,BC,CA,M,7,8,2/10/2007 13:00
Z2039120874194021,UWYV71SC-FXHU-E2AF-3D0M-FSK9FP98K05T,605.66,USD,22,A,P,187.38,sao paulo,01001-000,br,FALSE,pt-BR,CREDITCARD,VISA,03319-000,SP,BR,03319-000,SP,BR,M,2,5,9/7/2007 8:45
V2000543649371437,C9O47NAT-9IHN-C2OI-N9K2-CPLHWCMG80MW,1856.92,JPY,13,A,P,108.9,florida,33603,us,FALSE,en-US,CREDITCARD,,34203,FL,US,34203,FL,US,M,10,14,3/9/2007 10:41
R2410689486351279,NYJ4DHBC-OXIM-868M-PV0V-QF0WN9XKJBWJ,677.01,USD,12,A,P,184.61,new hampshire,3809,us,FALSE,en-US,PAYPAL,VISA,3809,NH,US,3809,NH,US,M,8,0,6/10/2007 21:58
T5245583381512816,Z8EW8HGS-OING-MWSS-LZAI-XKB01O984PC6,1520.05,CHF,8,A,P,173.217,mississippi,38701,us,FALSE,en-US,PAYPAL,VISA,,,US,,,US,M,5,20,8/9/2007 22:33
I2940979165328985,VLPY5B8B-IEFG-LNDQ-78YJ-CWYZF4X5JBX9,841.81,USD,5,A,P,216.15,new york,14534,us,NA,en-AU,CREDITCARD,MC,2102,NSW,AU,2102,NSW,AU,M,2,2,2/10/2007 21:57
V6913238988859808,NCJ73C16-NV06-X25B-2OVJ-8R1RRR9WY49A,68.3,EUR,5,A,P,173.221,tennessee,37203,us,FALSE,en-US,CREDITCARD,VISA,38464,TN,US,38464,TN,US,M,7,2,5/1/2007 9:39
F4661815218128633,ZZ5YOV84-BQXC-QLLT-F4P3-6GPNQVO1490V,1361.34,USD,18,A,P,77.88,oslo,1006,no,FALSE,nn-NO,PAYPAL,VISA,188,,NO,188,,NO,M,9,20,3/27/2007 16:30
S6737618320363317,B0MN3XQW-MLFL-P0UN-HSOU-EVB4SE1UCOBI,1054.58,USD,22,A,P,174.32,maryland,20876,us,FALSE,en-US,CREDITCARD,VISA,98813,WA,US,98813,WA,US,M,6,11,6/11/2007 3:58
Y1155680537031110,VFTFR899-AEAP-NQGN-92Q5-A8330DA3GX0U,241.62,USD,12,A,P,172.1,california,92604,us,FALSE,en-US,CREDITCARD,VISA,92620,CA,US,92620,CA,US,M,6,21,4/12/2007 4:31
U1658574812698077,UXGV2SXD-RHCH-O2IX-M36Q-IKK2NPUM8B35,1215.09,USD,13,A,P,74.67,new york,14226,us,FALSE,en-US,CREDITCARD,VISA,12086,NY,US,12086,NY,US,M,4,10,6/16/2007 9:12
X4460518697569559,43SPWMOP-1040-BK5E-IAT4-C7S7QO57SRWW,12.34,USD,1,A,P,174.1,ohio,44307,us,FALSE,en-US,CREDITCARD,AMEX,44203,OH,US,44203,OH,US,M,7,10,2/23/2007 0:08
X4344153142264387,EACEH6LT-DWJZ-7XCJ-YWYM-QY95SKO94SF7,1232.73,GBP,9,A,P,15.203,texas,77007,us,TRUE,fr-FR,CREDITCARD,VISA,75015,,FR,75015,,FR,,7,0,4/21/2007 19:32
B2358372086428757,SM5RW6IY-2PE3-YHAR-FVEX-1WD2GCDB69ZT,1023.85,USD,6,A,P,76.112,michigan,48309,us,FALSE,en-US,CREDITCARD,,48306,MI,US,48306,MI,US,M,2,12,2/28/2007 10:51
Y5486735516529508,9N1D2WGC-RAT1-R9LQ-70NI-VEGXRV09O4O0,1663.11,AUD,2,A,P,88.138,paris,75001,fr,FALSE,fr-FR,PAYPAL,VISA,13720,,FR,13720,,FR,M,2,19,5/30/2007 2:06
L9012299023542764,D1TRKGRB-WEUG-1TR8-MEYJ-73DQGD2SH104,108.46,GBP,23,A,P,174.62,massachusetts,1109,us,FALSE,en-US,CREDITCARD,VISA,1108,MA,US,1108,MA,US,M,10,10,3/12/2007 1:17
M9885354732058973,370IQND4-XSDQ-K5R9-0CN0-ZPQ42KBAMVDF,1028.34,USD,7,A,P,184.5,texas,76102,us,FALSE,en-US,CREDITCARD,VISA,77365,TX,US,77365,TX,US,M,3,2,6/10/2007 7:28
A3357221124228252,ZI6CRNCR-2PAX-JY2I-6CDX-G4D8DRRENOY0,912.11,USD,17,A,P,89.87,essonne,91800,fr,FALSE,fr-FR,CREDITCARD,MC,91800,,FR,91800,,FR,M,10,10,11/7/2007 13:19
D9017541175643494,BBCJD9OF-L6MZ-JOKS-VY0Q-MO44D8FPC1CJ,1753.49,USD,9,A,P,84.249,varsinais-suomi,20100,fi,FALSE,fi-FI,CREDITCARD,MC,20360,,FI,20360,,FI,M,3,6,3/12/2007 17:45
F1919706456991524,CWAJYTHO-SW56-K998-I7T9-CJATCW8LNCZW,572.31,USD,14,A,P,88.128,baden-wuerttemberg,70173,de,TRUE,en-US,CREDITCARD,VISA,2129,MA,US,2129,MA,US,,1,18,2/28/2007 15:42
N2911703958021300,FNCYP2CO-Q4PT-YO11-XFGW-3NCPQXQ87EVC,1645.08,USD,23,A,P,85.5,zuerich,8043,ch,FALSE,de-CH,CREDITCARD,VISA,8608,,CH,8608,,CH,M,5,10,2/20/2007 15:46
S1993221252519302,6A3ZSJ92-P93P-8X4K-J5DV-96JDOEDXDHFH,1428.58,USD,0,A,P,184.36,georgia,30324,us,FALSE,en-US,PAYPAL,MC,30621,GA,US,30621,GA,US,M,7,0,2/10/2007 13:05
L3638853462222436,ZM0CQU7D-TLRX-U9MN-RJ1L-I6D2LYBXN89J,391.78,USD,4,A,P,14.202,queensland,4000,au,FALSE,en-AU,CREDITCARD,MC,4059,Queensland,AU,4059,Queensland,AU,M,9,11,9/30/2007 8:09
M4249303156267129,Y6NCHMOR-IVSM-K58E-5XRX-DW6GMZHHVDPL,717.01,USD,12,A,P,93.39,venezia,30121,it,FALSE,en-US,CREDITCARD,VISA,10001,NY,US,10001,NY,US,,10,2,5/5/2007 16:34
C3185170165533828,M4FT91DQ-PCLB-VKK5-L0IW-SF7C7KD8V6WT,971.37,USD,10,A,P,216.163,colorado,80822,us,FALSE,en-US,CREDITCARD,MC,35986,AL,US,35986,AL,US,,0,15,4/29/2007 23:34
W4442874749749492,ILRU0SYZ-L1S9-RY62-BNT4-W8BCMWRGW58X,1729.99,USD,23,A,P,89.99,noord-holland,1000,nl,FALSE,nl-NL,CREDITCARD,VISA,6546 GD,,NL,6546 GD,,NL,M,10,17,2/17/2007 12:18
G1867718060638551,MLVLJ3VV-GNGS-BBFE-NZ63-G6HGG7FUTYMD,540.36,PLN,17,A,P,50.143,california,94606,us,FALSE,en-US,CREDITCARD,VISA,94610,CA,US,94610,CA,US,M,8,24,3/16/2007 21:40
S1104450133218534,MLT9823N-LK6I-S7MS-60EE-P17M5VLLFOZ9,1794.03,CAD,7,A,P,68.189,nebraska,68845,us,FALSE,en-US,CREDITCARD,AMEX,,,US,,,US,M,9,16,4/24/2007 6:01
P4875416933225563,73R2N521-6MDX-2MF4-JGDK-O6BIHBPL42R7,1676.51,USD,1,A,P,71.165,california,91362,us,FALSE,en-US,CREDITCARD,VISA,91306,CA,US,91306,CA,US,M,3,6,7/29/2007 7:15
E1509751330946897,N57EM5YV-TDQ7-X5AR-56KN-XRQXI9YQ3PBQ,1167.87,JPY,16,A,P,179.191,rio de janeiro,20010-000,br,FALSE,pt-BR,CREDITCARD,VISA,66615-600,PA,BR,66615-600,PA,BR,M,3,8,5/17/2007 22:19
Q4135285815166608,EU41NQOH-64ZE-J2SN-5NB3-G95I4IYCLVWY,1494.61,USD,10,A,P,24.128,massachusetts,2630,us,FALSE,en-US,CREDITCARD,AMEX,2655,MA,US,2655,MA,US,M,2,15,5/10/2007 0:02
S3637392023106201,S2CBR7C0-8YEK-OE8G-X7JP-N4WNCTKUS6YI,684.27,USD,4,A,P,68.226,nebraska,68114,us,FALSE,en-US,CREDITCARD,VISA,68137,NE,US,68137,NE,US,M,2,3,6/16/2007 0:54
Y7042801034447843,DT1DUL8D-L6CR-FD3N-KJO1-W1ESE4MJ1AV3,1061.93,USD,6,A,P,70.6,ohio,43440,us,FALSE,en-US,CREDITCARD,VISA,44145,OH,US,44145,OH,US,,2,12,2/11/2007 1:16
T1941962169125798,5ONTSK68-4II2-P2UI-CNGJ-HV8T42I607OU,1803.71,USD,19,A,P,74.73,new york,10020,us,FALSE,en-US,PAYPAL,VISA,11378,NY,US,11378,NY,US,M,0,14,9/23/2007 6:57
T1638449994328846,EFORWWJ1-O0DG-GQT6-88H2-LW4VA0I2NX1C,1640.27,GBP,7,A,P,38.111,massachusetts,1655,us,FALSE,en-US,CREDITCARD,VISA,11030,NY,US,11030,NY,US,M,2,10,3/6/2007 15:09
I6078234270305176,A5AYNMZU-XB32-4JA9-KVB1-176Y9SZSQ53D,304.76,USD,1,A,P,24.19,washington,98161,us,FALSE,en-US,CREDITCARD,AMEX,98102,WA,US,98102,WA,US,M,4,14,3/4/2007 21:29
M2638618469172777,MWYE3T6A-XS5E-ZK84-816F-DN44Q1GA505I,1451.51,USD,22,A,P,72.95,pennsylvania,15222,us,FALSE,en-US,CREDITCARD,AMEX,15135,PA,US,15135,PA,US,M,1,15,2/11/2007 5:07
J1508429926458218,39SFT9RD-K44F-QD5M-O1QB-57KTQWC6LA16,168.47,USD,7,A,P,90.222,greater london,e11,gb,FALSE,en-GB,CREDITCARD,AMEX,NR33 0JR,,GB,NR33 0JR,,GB,,3,10,3/11/2007 7:33
G6897533021962355,AU7M64SE-XYUT-WOKW-ZEX5-ZNV1HVON1V08,344.23,EUR,5,A,P,206.253,kansas,67880,us,FALSE,en-US,CREDITCARD,VISA,67838,KS,US,67838,KS,US,M,9,12,5/18/2007 0:33
O2388238267017559,HW64YEAY-E50Z-SYNO-8V0V-5OV6FY9L4AQ9,1477.96,USD,14,A,P,208.13,massachusetts,2090,us,FALSE,en-US,CREDITCARD,AMEX,11205,NY,US,11205,NY,US,M,3,5,11/13/2007 22:17
F1815724844392696,0A9C3FNY-K9U1-C4UN-VI7Q-6KBOGEO1HQRH,1711.04,CAD,12,A,P,71.28,north carolina,28105,us,FALSE,en-US,CREDITCARD,VISA,28782,NC,US,28782,NC,US,M,8,19,3/18/2007 19:45
Z6844638739185792,0YBZETFN-7XVA-PDR9-81FD-13WLMDQ29685,294.76,USD,6,A,P,65.3,wisconsin,53208,us,FALSE,en-US,CREDITCARD,VISA,53223,WI,US,53223,WI,US,M,7,10,3/18/2007 11:53
G8690769478934163,K4R2WSA0-AWDX-L7PG-DWDS-6JRLJEUQ2XBF,516.67,USD,11,A,P,77.97,north lanarkshire,g67,gb,FALSE,en-GB,CREDITCARD,VISA,FK5 3BS,,GB,FK5 3BS,,GB,M,3,23,10/2/2007 22:20
U4502921493834391,MVYWH02Y-3LFN-XF4C-537M-TD93BFEY6D71,1036.86,USD,13,A,P,86.149,birmingham,b1,gb,FALSE,en-GB,CREDITCARD,AMEX,SG6 3QD,,GB,SG6 3QD,,GB,M,5,8,9/24/2007 6:18
H3533836828605255,KRH21TQ0-QCQ4-XGYR-OCIK-3LV4KRXJURG8,1904.77,USD,21,A,P,75.109,texas,78628,us,FALSE,en-US,CREDITCARD,MC,,,US,,,US,M,2,0,6/27/2007 2:35
J8829332232921515,4UP9O4OB-QETA-FLKH-UK7V-SML9N1ES57WM,1188.86,USD,2,A,P,2.221,slough,sl1,gb,FALSE,en-US,CREDITCARD,VISA,,,GB,,,GB,M,7,4,3/31/2007 6:40
U8270972048247575,SF5AF9P7-5CYA-Z1FY-O2NC-78ZQFEW7IGNM,588.12,USD,9,A,P,67.242,new york,13501,us,FALSE,en-US,CREDITCARD,VISA,33614,FL,US,33614,FL,US,,8,13,2/16/2007 12:48
A2558885392743621,G7P7W0EF-07RV-CSA7-18BA-ZLWDZ8U2LRDP,412.77,CAD,11,A,P,216.15,new york,14534,us,FALSE,en-US,PAYPAL,VISA,46240,IN,US,46240,IN,US,M,1,18,6/30/2007 14:50
G6156230821864182,M19ZRLSV-NXJY-FKRQ-8Z7F-E83KVHMLX5D6,1847.27,GBP,22,A,P,72.192,california,92123,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,4,24,4/1/2007 21:04
E4062227020235368,98W0T029-4IQ7-N7ZK-OS5R-89SZWT8U8F66,1806.71,USD,7,A,P,78.127,oise,60100,fr,FALSE,fr-FR,CREDITCARD,AMEX,74190,,FR,74190,,FR,M,4,6,4/8/2007 3:47
